State,City,Department,L1_Role,L1_Email,L2_Role,L2_Email,L3_Role,L3_Email
Manipur,Imphal,water,Junior Engineer - Water,je.water.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Water,secy.water@manipur.gov.in
Manipur,Imphal,pwd,Junior Engineer - PWD,je.pwd.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - PWD,secy.pwd@manipur.gov.in
Manipur,Imphal,electricity,Junior Engineer - Electricity,je.electricity.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Electricity,secy.electricity@manipur.gov.in
Manipur,Imphal,encroachment,Junior Engineer - Encroachment,je.encroachment.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Encroachment,secy.encroachment@manipur.gov.in
Manipur,Imphal,horticulture,Junior Engineer - Horticulture,je.horticulture.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Horticulture,secy.horticulture@manipur.gov.in
Manipur,Imphal,health,Junior Engineer - Health,je.health.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Health,secy.health@manipur.gov.in
Manipur,Imphal,revenue,Junior Engineer - Revenue,je.revenue.imphal@manipur.gov.in,Municipal Commissioner,commissioner.imphal@manipur.gov.in,Principal Secretary - Revenue,secy.revenue@manipur.gov.in
Manipur,Thoubal,sanitation,Junior Engineer - Sanitation,je.sanitation.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Sanitation,secy.sanitation@manipur.gov.in
Manipur,Thoubal,water,Junior Engineer - Water,je.water.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Water,secy.water@manipur.gov.in
Manipur,Thoubal,pwd,Junior Engineer - PWD,je.pwd.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - PWD,secy.pwd@manipur.gov.in
Manipur,Thoubal,electricity,Junior Engineer - Electricity,je.electricity.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Electricity,secy.electricity@manipur.gov.in
Manipur,Thoubal,encroachment,Junior Engineer - Encroachment,je.encroachment.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Encroachment,secy.encroachment@manipur.gov.in
Manipur,Thoubal,horticulture,Junior Engineer - Horticulture,je.horticulture.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Horticulture,secy.horticulture@manipur.gov.in
Manipur,Thoubal,health,Junior Engineer - Health,je.health.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Health,secy.health@manipur.gov.in
Manipur,Thoubal,revenue,Junior Engineer - Revenue,je.revenue.thoubal@manipur.gov.in,Municipal Commissioner,commissioner.thoubal@manipur.gov.in,Principal Secretary - Revenue,secy.revenue@manipur.gov.in
Meghalaya,Jowai,sanitation,Junior Engineer - Sanitation,je.sanitation.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Sanitation,secy.sanitation@meghalaya.gov.in
Meghalaya,Jowai,water,Junior Engineer - Water,je.water.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Water,secy.water@meghalaya.gov.in
Meghalaya,Jowai,pwd,Junior Engineer - PWD,je.pwd.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - PWD,secy.pwd@meghalaya.gov.in
Meghalaya,Jowai,electricity,Junior Engineer - Electricity,je.electricity.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Electricity,secy.electricity@meghalaya.gov.in
Meghalaya,Jowai,encroachment,Junior Engineer - Encroachment,je.encroachment.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Encroachment,secy.encroachment@meghalaya.gov.in
Meghalaya,Jowai,horticulture,Junior Engineer - Horticulture,je.horticulture.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Horticulture,secy.horticulture@meghalaya.gov.in
Meghalaya,Jowai,health,Junior Engineer - Health,je.health.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Health,secy.health@meghalaya.gov.in
Meghalaya,Jowai,revenue,Junior Engineer - Revenue,je.revenue.jowai@meghalaya.gov.in,Municipal Commissioner,commissioner.jowai@meghalaya.gov.in,Principal Secretary - Revenue,secy.revenue@meghalaya.gov.in
Meghalaya,Shillong,sanitation,Junior Engineer - Sanitation,je.sanitation.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Sanitation,secy.sanitation@meghalaya.gov.in
Meghalaya,Shillong,water,Junior Engineer - Water,je.water.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Water,secy.water@meghalaya.gov.in
Meghalaya,Shillong,pwd,Junior Engineer - PWD,je.pwd.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - PWD,secy.pwd@meghalaya.gov.in
Meghalaya,Shillong,electricity,Junior Engineer - Electricity,je.electricity.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Electricity,secy.electricity@meghalaya.gov.in
Meghalaya,Shillong,encroachment,Junior Engineer - Encroachment,je.encroachment.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Encroachment,secy.encroachment@meghalaya.gov.in
Meghalaya,Shillong,horticulture,Junior Engineer - Horticulture,je.horticulture.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Horticulture,secy.horticulture@meghalaya.gov.in
Meghalaya,Shillong,health,Junior Engineer - Health,je.health.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Health,secy.health@meghalaya.gov.in
Meghalaya,Shillong,revenue,Junior Engineer - Revenue,je.revenue.shillong@meghalaya.gov.in,Municipal Commissioner,commissioner.shillong@meghalaya.gov.in,Principal Secretary - Revenue,secy.revenue@meghalaya.gov.in
Meghalaya,Tura,sanitation,Junior Engineer - Sanitation,je.sanitation.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Sanitation,secy.sanitation@meghalaya.gov.in
Meghalaya,Tura,water,Junior Engineer - Water,je.water.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Water,secy.water@meghalaya.gov.in
Meghalaya,Tura,pwd,Junior Engineer - PWD,je.pwd.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - PWD,secy.pwd@meghalaya.gov.in
Meghalaya,Tura,electricity,Junior Engineer - Electricity,je.electricity.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Electricity,secy.electricity@meghalaya.gov.in
Meghalaya,Tura,encroachment,Junior Engineer - Encroachment,je.encroachment.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Encroachment,secy.encroachment@meghalaya.gov.in
Meghalaya,Tura,horticulture,Junior Engineer - Horticulture,je.horticulture.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Horticulture,secy.horticulture@meghalaya.gov.in
Meghalaya,Tura,health,Junior Engineer - Health,je.health.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Health,secy.health@meghalaya.gov.in
Meghalaya,Tura,revenue,Junior Engineer - Revenue,je.revenue.tura@meghalaya.gov.in,Municipal Commissioner,commissioner.tura@meghalaya.gov.in,Principal Secretary - Revenue,secy.revenue@meghalaya.gov.in
Mizoram,Aizawl,sanitation,Junior Engineer - Sanitation,je.sanitation.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Sanitation,secy.sanitation@mizoram.gov.in
Mizoram,Aizawl,water,Junior Engineer - Water,je.water.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Water,secy.water@mizoram.gov.in
Mizoram,Aizawl,pwd,Junior Engineer - PWD,je.pwd.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - PWD,secy.pwd@mizoram.gov.in
Mizoram,Aizawl,electricity,Junior Engineer - Electricity,je.electricity.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Electricity,secy.electricity@mizoram.gov.in
Mizoram,Aizawl,encroachment,Junior Engineer - Encroachment,je.encroachment.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Encroachment,secy.encroachment@mizoram.gov.in
Mizoram,Aizawl,horticulture,Junior Engineer - Horticulture,je.horticulture.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Horticulture,secy.horticulture@mizoram.gov.in
Mizoram,Aizawl,health,Junior Engineer - Health,je.health.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Health,secy.health@mizoram.gov.in
Mizoram,Aizawl,revenue,Junior Engineer - Revenue,je.revenue.aizawl@mizoram.gov.in,Municipal Commissioner,commissioner.aizawl@mizoram.gov.in,Principal Secretary - Revenue,secy.revenue@mizoram.gov.in
Mizoram,Lunglei,sanitation,Junior Engineer - Sanitation,je.sanitation.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Sanitation,secy.sanitation@mizoram.gov.in
Mizoram,Lunglei,water,Junior Engineer - Water,je.water.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Water,secy.water@mizoram.gov.in
Mizoram,Lunglei,pwd,Junior Engineer - PWD,je.pwd.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - PWD,secy.pwd@mizoram.gov.in
Mizoram,Lunglei,electricity,Junior Engineer - Electricity,je.electricity.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Electricity,secy.electricity@mizoram.gov.in
Mizoram,Lunglei,encroachment,Junior Engineer - Encroachment,je.encroachment.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Encroachment,secy.encroachment@mizoram.gov.in
Mizoram,Lunglei,horticulture,Junior Engineer - Horticulture,je.horticulture.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Horticulture,secy.horticulture@mizoram.gov.in
Mizoram,Lunglei,health,Junior Engineer - Health,je.health.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Health,secy.health@mizoram.gov.in
Mizoram,Lunglei,revenue,Junior Engineer - Revenue,je.revenue.lunglei@mizoram.gov.in,Municipal Commissioner,commissioner.lunglei@mizoram.gov.in,Principal Secretary - Revenue,secy.revenue@mizoram.gov.in
Mizoram,Saiha,sanitation,Junior Engineer - Sanitation,je.sanitation.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Sanitation,secy.sanitation@mizoram.gov.in
Mizoram,Saiha,water,Junior Engineer - Water,je.water.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Water,secy.water@mizoram.gov.in
Mizoram,Saiha,pwd,Junior Engineer - PWD,je.pwd.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - PWD,secy.pwd@mizoram.gov.in
Mizoram,Saiha,electricity,Junior Engineer - Electricity,je.electricity.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Electricity,secy.electricity@mizoram.gov.in
Mizoram,Saiha,encroachment,Junior Engineer - Encroachment,je.encroachment.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Encroachment,secy.encroachment@mizoram.gov.in
Mizoram,Saiha,horticulture,Junior Engineer - Horticulture,je.horticulture.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Horticulture,secy.horticulture@mizoram.gov.in
Mizoram,Saiha,health,Junior Engineer - Health,je.health.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Health,secy.health@mizoram.gov.in
Mizoram,Saiha,revenue,Junior Engineer - Revenue,je.revenue.saiha@mizoram.gov.in,Municipal Commissioner,commissioner.saiha@mizoram.gov.in,Principal Secretary - Revenue,secy.revenue@mizoram.gov.in
Nagaland,Dimapur,sanitation,Junior Engineer - Sanitation,je.sanitation.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Sanitation,secy.sanitation@nagaland.gov.in
Nagaland,Dimapur,water,Junior Engineer - Water,je.water.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Water,secy.water@nagaland.gov.in
Nagaland,Dimapur,pwd,Junior Engineer - PWD,je.pwd.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - PWD,secy.pwd@nagaland.gov.in
Nagaland,Dimapur,electricity,Junior Engineer - Electricity,je.electricity.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Electricity,secy.electricity@nagaland.gov.in
Nagaland,Dimapur,encroachment,Junior Engineer - Encroachment,je.encroachment.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Encroachment,secy.encroachment@nagaland.gov.in
Nagaland,Dimapur,horticulture,Junior Engineer - Horticulture,je.horticulture.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Horticulture,secy.horticulture@nagaland.gov.in
Nagaland,Dimapur,health,Junior Engineer - Health,je.health.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Health,secy.health@nagaland.gov.in
Nagaland,Dimapur,revenue,Junior Engineer - Revenue,je.revenue.dimapur@nagaland.gov.in,Municipal Commissioner,commissioner.dimapur@nagaland.gov.in,Principal Secretary - Revenue,secy.revenue@nagaland.gov.in
Nagaland,Kohima,sanitation,Junior Engineer - Sanitation,je.sanitation.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Sanitation,secy.sanitation@nagaland.gov.in
Nagaland,Kohima,water,Junior Engineer - Water,je.water.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Water,secy.water@nagaland.gov.in
Nagaland,Kohima,pwd,Junior Engineer - PWD,je.pwd.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - PWD,secy.pwd@nagaland.gov.in
Nagaland,Kohima,electricity,Junior Engineer - Electricity,je.electricity.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Electricity,secy.electricity@nagaland.gov.in
Nagaland,Kohima,encroachment,Junior Engineer - Encroachment,je.encroachment.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Encroachment,secy.encroachment@nagaland.gov.in
Nagaland,Kohima,horticulture,Junior Engineer - Horticulture,je.horticulture.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Horticulture,secy.horticulture@nagaland.gov.in
Nagaland,Kohima,health,Junior Engineer - Health,je.health.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Health,secy.health@nagaland.gov.in
Nagaland,Kohima,revenue,Junior Engineer - Revenue,je.revenue.kohima@nagaland.gov.in,Municipal Commissioner,commissioner.kohima@nagaland.gov.in,Principal Secretary - Revenue,secy.revenue@nagaland.gov.in
Nagaland,Mokokchung,sanitation,Junior Engineer - Sanitation,je.sanitation.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Sanitation,secy.sanitation@nagaland.gov.in
Nagaland,Mokokchung,water,Junior Engineer - Water,je.water.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Water,secy.water@nagaland.gov.in
Nagaland,Mokokchung,pwd,Junior Engineer - PWD,je.pwd.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - PWD,secy.pwd@nagaland.gov.in
Nagaland,Mokokchung,electricity,Junior Engineer - Electricity,je.electricity.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Electricity,secy.electricity@nagaland.gov.in
Nagaland,Mokokchung,encroachment,Junior Engineer - Encroachment,je.encroachment.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Encroachment,secy.encroachment@nagaland.gov.in
Nagaland,Mokokchung,horticulture,Junior Engineer - Horticulture,je.horticulture.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Horticulture,secy.horticulture@nagaland.gov.in
Nagaland,Mokokchung,health,Junior Engineer - Health,je.health.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Health,secy.health@nagaland.gov.in
Nagaland,Mokokchung,revenue,Junior Engineer - Revenue,je.revenue.mokokchung@nagaland.gov.in,Municipal Commissioner,commissioner.mokokchung@nagaland.gov.in,Principal Secretary - Revenue,secy.revenue@nagaland.gov.in
Odisha,Bhubaneswar,sanitation,Junior Engineer - Sanitation,je.sanitation.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Sanitation,secy.sanitation@odisha.gov.in
Odisha,Bhubaneswar,water,Junior Engineer - Water,je.water.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Water,secy.water@odisha.gov.in
Odisha,Bhubaneswar,pwd,Junior Engineer - PWD,je.pwd.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - PWD,secy.pwd@odisha.gov.in
Odisha,Bhubaneswar,electricity,Junior Engineer - Electricity,je.electricity.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Electricity,secy.electricity@odisha.gov.in
Odisha,Bhubaneswar,encroachment,Junior Engineer - Encroachment,je.encroachment.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Encroachment,secy.encroachment@odisha.gov.in
Odisha,Bhubaneswar,horticulture,Junior Engineer - Horticulture,je.horticulture.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Horticulture,secy.horticulture@odisha.gov.in
Odisha,Bhubaneswar,health,Junior Engineer - Health,je.health.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Health,secy.health@odisha.gov.in
Odisha,Bhubaneswar,revenue,Junior Engineer - Revenue,je.revenue.bhubaneswar@odisha.gov.in,Municipal Commissioner,commissioner.bhubaneswar@odisha.gov.in,Principal Secretary - Revenue,secy.revenue@odisha.gov.in
Odisha,Cuttack,sanitation,Junior Engineer - Sanitation,je.sanitation.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Sanitation,secy.sanitation@odisha.gov.in
Odisha,Cuttack,water,Junior Engineer - Water,je.water.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Water,secy.water@odisha.gov.in
Odisha,Cuttack,pwd,Junior Engineer - PWD,je.pwd.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - PWD,secy.pwd@odisha.gov.in
Odisha,Cuttack,electricity,Junior Engineer - Electricity,je.electricity.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Electricity,secy.electricity@odisha.gov.in
Odisha,Cuttack,encroachment,Junior Engineer - Encroachment,je.encroachment.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Encroachment,secy.encroachment@odisha.gov.in
Odisha,Cuttack,horticulture,Junior Engineer - Horticulture,je.horticulture.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Horticulture,secy.horticulture@odisha.gov.in
Odisha,Cuttack,health,Junior Engineer - Health,je.health.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Health,secy.health@odisha.gov.in
Odisha,Cuttack,revenue,Junior Engineer - Revenue,je.revenue.cuttack@odisha.gov.in,Municipal Commissioner,commissioner.cuttack@odisha.gov.in,Principal Secretary - Revenue,secy.revenue@odisha.gov.in
Odisha,Rourkela,sanitation,Junior Engineer - Sanitation,je.sanitation.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Sanitation,secy.sanitation@odisha.gov.in
Odisha,Rourkela,water,Junior Engineer - Water,je.water.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Water,secy.water@odisha.gov.in
Odisha,Rourkela,pwd,Junior Engineer - PWD,je.pwd.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - PWD,secy.pwd@odisha.gov.in
Odisha,Rourkela,electricity,Junior Engineer - Electricity,je.electricity.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Electricity,secy.electricity@odisha.gov.in
Odisha,Rourkela,encroachment,Junior Engineer - Encroachment,je.encroachment.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Encroachment,secy.encroachment@odisha.gov.in
Odisha,Rourkela,horticulture,Junior Engineer - Horticulture,je.horticulture.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Horticulture,secy.horticulture@odisha.gov.in
Odisha,Rourkela,health,Junior Engineer - Health,je.health.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Health,secy.health@odisha.gov.in
Odisha,Rourkela,revenue,Junior Engineer - Revenue,je.revenue.rourkela@odisha.gov.in,Municipal Commissioner,commissioner.rourkela@odisha.gov.in,Principal Secretary - Revenue,secy.revenue@odisha.gov.in
Pan-India,General India Helpdesk,sanitation,Junior Engineer - Sanitation,je.sanitation.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Sanitation,secy.sanitation@panindia.gov.in
Pan-India,General India Helpdesk,water,Junior Engineer - Water,je.water.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Water,secy.water@panindia.gov.in
Pan-India,General India Helpdesk,pwd,Junior Engineer - PWD,je.pwd.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - PWD,secy.pwd@panindia.gov.in
Pan-India,General India Helpdesk,electricity,Junior Engineer - Electricity,je.electricity.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Electricity,secy.electricity@panindia.gov.in
Pan-India,General India Helpdesk,encroachment,Junior Engineer - Encroachment,je.encroachment.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Encroachment,secy.encroachment@panindia.gov.in
Pan-India,General India Helpdesk,horticulture,Junior Engineer - Horticulture,je.horticulture.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Horticulture,secy.horticulture@panindia.gov.in
Pan-India,General India Helpdesk,health,Junior Engineer - Health,je.health.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Health,secy.health@panindia.gov.in
Pan-India,General India Helpdesk,revenue,Junior Engineer - Revenue,je.revenue.generalindiahelpdesk@panindia.gov.in,Municipal Commissioner,commissioner.generalindiahelpdesk@panindia.gov.in,Principal Secretary - Revenue,secy.revenue@panindia.gov.in
Punjab,Amritsar,sanitation,Junior Engineer - Sanitation,je.sanitation.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Sanitation,secy.sanitation@punjab.gov.in
Punjab,Amritsar,water,Junior Engineer - Water,je.water.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Water,secy.water@punjab.gov.in
Punjab,Amritsar,pwd,Junior Engineer - PWD,je.pwd.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - PWD,secy.pwd@punjab.gov.in
Punjab,Amritsar,electricity,Junior Engineer - Electricity,je.electricity.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Electricity,secy.electricity@punjab.gov.in
Punjab,Amritsar,encroachment,Junior Engineer - Encroachment,je.encroachment.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Encroachment,secy.encroachment@punjab.gov.in
Punjab,Amritsar,horticulture,Junior Engineer - Horticulture,je.horticulture.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Horticulture,secy.horticulture@punjab.gov.in
Punjab,Amritsar,health,Junior Engineer - Health,je.health.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Health,secy.health@punjab.gov.in
Punjab,Amritsar,revenue,Junior Engineer - Revenue,je.revenue.amritsar@punjab.gov.in,Municipal Commissioner,commissioner.amritsar@punjab.gov.in,Principal Secretary - Revenue,secy.revenue@punjab.gov.in
Punjab,Jalandhar,sanitation,Junior Engineer - Sanitation,je.sanitation.jalandhar@punjab.gov.in,Municipal Commissioner,commissioner.jalandhar@punjab.gov.in,Principal Secretary - Sanitation,secy.sanitation@punjab.gov.in
